Username,Likes,Comments,Timestamp,Caption,TP_scores,EH_scores,ratings match?,avg,Number incorrect,
helpwithfeeding,10,0,2023-05-25T14:03:03.000Z,"Is your newborn super sleepy? Does he fall asleep all the time during feeding? Does he go from totally asleep to crying with no in between? Does he scream when the breast is offered and will only take a bottle?

Babies need to be in a certain “state” to be successful with feeding, either with breast or bottle, and so many babies struggle with this in the first several weeks of life.

Much of this can have to do with labor and delivery, postnatal issues such as jaundice or respiratory struggles, but the impact on feeding goes on long after they are “healthy”. 

State regulation, or your baby’s ability to move through the 6 states (deep sleep, light sleep, drowsiness, quiet alert, active alert, crying), is totally intertwined with their ability to feed. 

Poor transfer at the breast can have more to do with state regulation than sucking skills.

Limited intake or prolonged feedings can too.

Inability to latch can be due to your baby’s inability to stay calm and organized.

There are so many reasons for early feeding difficulties and getting the right strategies in place as soon as possible is so important in order to meet your feeding goals.

If any of this sounds like your baby and what you are going through, reach out today to get your personalized, research-based feeding plan in place with an expert by your side.

#feedingbaby #postpartum #lactationsupport #tonguetie #exclusivepumping #newmom #newborn #maternalmentalhealth #fourthtrimester #formulafeeding #triplefeeding #breastfeedingmom #bottlefeeding",,,,,,
embracinglactation,10,1,2022-12-09T15:35:36.000Z,Open slots are filled and off we go for some lactation visits! Joining me is my student Ashley with @fullcirclebirthandfamily #ibclc #nhibclc #lactationconsultant #lactationvisits #breastfeeding #bottlefeeding #pumping #sorenipples #triplefeeding #tonguetiesupport #chestfeeding #lowmilksupply #oversupply,,,,,,
mamasboobiebox,10,4,2022-09-05T19:00:11.000Z,"We held a wonderful Insta live series of breastfeeding stories in June as told by you our followers and we are bringing it back in September.

Think you could help another mum to consider breastfeeding and share your journey with us.
I am looking at you @milkitmama.ie 

Pop us a DM or an email and we will get back to you as soon as we can to arrange a date.
If you are not keen on going live we can record a video separately and I can upload it afterwards, let me know what works for you.

Listen back here to one of our stories;
www.instagram.com/tv/CeyMVVrokt9/?utm_source=ig_web_copy_link

#shareyourstory #breastfeedingstories #breastfeedingjourney #breastfedbaby #supportmumsbreastfeeding #breastfeedingireland #newmum #pregnant #expecting #instalive #breastfeedingbusiness #breastfeedinggifts #breastfeedingproducts #supportingthebreastfeedingjourney #nursingmama #combifeeding #pumpingmama #extendedbreastfeeding #triplefeeding #colic #reflux #cosleeping #breastfeedingmums",,,,,,
madison.cleckler,10,0,2022-08-03T16:51:05.000Z,"My breastfeeding journeys were.... complicated. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
If you've been here a while, you know that I have low supply and combination fed all of my kids. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
With my first, I breastfed for around 3 months- mostly supplementing and doing my best to increase supply as a new mom still in college. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
With my second, I assumed my problems with the first were circumstantial and that I'd be a milk making goddess.... and boy was I wrong. I struggled with the fact that my milk-makers just weren't like other people's. I struggled with severe postpartum depression and anxiety, partially due to feeling like a failure because I couldn't fully breastfeed. I felt less than, unworthy, and ashamed of my body when I fed him a bottle for the longest time. I breastfed my son for 8 months while supplementing formula. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
With my third, I went into it knowing that for my mental health- I needed to give myself- and my chesticles- a well-deserved break from all the pressure, guilt, and shame. I still struggled with thoughts that my body wasn't good enough or something was wrong with it, but I had a support system in place to help me cope with these thoughts and feelings. I shared my stories and connected with others like me. I breastfed for 18 months, with supplementation until 7-8 months (my goal was not to wean from supplementation- it just happened that way)
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Your journey, no matter what it looks like, is worthy of celebrating. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Now go get some boob cookies and celebrate, you amazing creature you! 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
P.S. I'll be sharing some of my best nursing, pumping, low supply, exercise myths and tips, and my fave supplies here over the next week and month. Make sure you're following me here @madison.cleckler for more! 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#breastfeeding #pumpingjourney #supplementingformula #triplefeeding #worldbreastfeedingweek #breastfeedingjourney #chestfeeding #fedisbest",,,,,,
flow_lactation,10,0,2022-07-11T11:05:37.000Z,"Every mom worries that they won’t have enough milk to feed their baby. Every mom. 🙋🏼‍♀️🙋‍♀️🙋🏻‍♀️🙋🏽‍♀️🙋🏾‍♀️🙋🏿‍♀️

But if you get the news that your baby isn’t gaining well, or you see that your pumping session isn’t as productive as you had hoped, it can be heartbreaking.

❤️Today’s #MamaHeartMonday recognizes all of you who are struggling with low supply.  For the mamas who are…

💧watching slow drops from a tired pump

🔍measuring life in milliliters instead of ounces

⌛️waiting for milk to “come in” 

🍪wondering which lactation booster will finally help

We see you. We are proud of you. And your baby is too. 

🔠We honor the moms who are pushing through to make sure their baby grows well and adjust to a feeding plan B, or even a plan C.

🔄We honor the moms who understand their original feeding plan can have a temporary detour, and work hard to get things back on track. 

📣We honor the moms who understand  the frustration of trial and error to see what works and what doesn’t, and we are cheering you on with every drop.

Because every 👏drop 👏 counts 👏

.
.
.
#crozetmoms #crozetfamily #cvillemoms #cvillefamily #cvillelocalbusiness #cvillehealth #crozetva  #charlottesvillefamily #ibclcinpp #lactationconsultant #cvillebaby #lowmilksupply #lowsupply #IGT #PCOS #supplementing #triplefeeding #normalizebreastfeedingsupport",,,,,,
mamma.snow,10,5,2023-01-03T10:21:53.000Z,"Just before Christmas I decided to stop pumping. I started about a week after F was born on the advice of the midwives. She had dropped too far below her birth weight and was not gaining it back quickly enough. So F was triple fed from then on - formula, expressed breast milk and she breastfed on demand. Seven months later, F decided to stop breastfeeding, so I took that as my cue to stop pumping. If it wasn’t for these pumps I would not have lasted as long as I did! 

#triplefeeding #combinationfeeding #combifed #breastfeeding #breastfedbaby #formulafeeding #expressedmilk #pumping  #lowmilksupply #lowmilksupplyproblems #freezerstash #breastpumping #breastmilk #breastfeedingcontent #nursing #pumpingmama #pumpingmilk #breastpump #fraupow #wearablebreastpump",,,,,,
dawnbower_ibclc,10,0,2021-10-01T00:56:05.000Z,"Closing out September with some well written info on PCOS.

Reposted from @lowmilksupplyfoundation We couldn’t let September pass by without discussing Polycystic Ovary Syndrome (PCOS), one of the leading causes of infertility and a commonly seen disorder among those with chronic low milk supply. 

PCOS is thought to be the most common hormonal disorder among women of childbearing age, affecting as many as 1 in 4 women between the ages of 18 and 44. As a “syndrome,” PCOS can vary in the way it presents; symptoms can also change over time. It is also incredibly underdiagnosed.

PCOS is fundamentally a women’s health issue that can have profound long-term mental and physical health impacts. And it is unacceptable that a condition that affects so many women is so little understood. We must join together to demand better from our healthcare providers, and our healthcare system in general -- better understanding, better research, better support and better treatments! 

#lowmilksupplyfoundation
#chroniclowmilksupply #igt #lowmilksupply #lowsupply #breastfeeding #bf #chestfeeding #ibclc #lactationsupport #bottlefeeding #donormilk #combofeeding #pacedbottlefeeding #sns #supplementalnursingsystem #atbreastsupplementation #lactaid #bottle #triplefeeding #breastfeedingproblems #breastfeedingsupport #breastpump #pumping #exclusivelypumping #milkbank #health #pcos #pcosawareness",,,,,,
hope_and_wine,10,0,2021-09-09T22:40:25.000Z,"The Nurse Mama Diaries is coming soon! We are busy getting everything ready for you to enjoy. 💗 

We will be posting weekly Diary Days chronicling our journey of all the things we have been through. From receiving an infertility diagnosis, to IVF, pregnancy, laryngomalacia, feeding tubes, a 20 day hospital stay with our newborn, and so much more. 

There will also be monthly recipe newsletters and posts for you to enjoy so you can treat your family to some new and easy to follow recipes! 

We will also be sharing with you tips and tricks I have learned along the way as both a pediatric emergency room nurse for close to 10 years and as a new mother. 

Visit the website to sign up for announcements on when The Nurse Mama Diaries will be live! Link in Bio or:

www.thenursemamadiaries.com 

#nursemama #motherhoodunfiltered #infertilityawareness #familyrecipes #comingsoon #laryngomalaciababy #laryngomalaciawarrior #ivfwarrior #diarydays #babylove #newmama #ngtube #ittakesavillage #thenursemamadiaries #thegoodthebadandthemessyofmotherhood #triplefeeding #exclusivepumping #failuretothrivenomore #momrecipes #easyrecipes #lifewithanewborn",,,,,,
littlepumpling,10,1,2021-07-17T12:54:36.000Z,"🎉Little Pumpling is Back!🎉

After a week of broken WiFi and uneven mobile phone signal - Little Pumpling is back. I've still been replying to messages and checking in on your lovely journeys but now I'm able to create and upload again. 

WOOOOH. 

Please feel free to comment topics & questions you'd like to be covered. I've got some planned but I always love your input. This community is ours after all and the more we cover the more we are all supported 🙂

Chloe x 

Ft product - tommee tippee bottle with variflow teat in white cap. White in my house is for breastmilk. 

Colour coding is a great way to know what's in there, how long it can be used for and how or if it needs to be sterilised. 

#formula #breastmilk #breastmilkstash
#breaktime #breakfastpump #babybottle #breastmilkbottle #colourcoding #combifeeding #triplefeeding #exclusivepumping #exclusivelypumping #pumpedmilk #pumpingmom #expressing #morningpump #pumping #pumpmommapump
#normalizepumping #normalisepumping #expressedmilk  #breastpump #parenton #booblife #babymilk #milk",,,,,,
rebeccaatkins22,10,3,2021-08-08T03:35:31.000Z,"This picture is the beginning of the hardest thing I’ve ever had to do.

Our journey started out in the hospital, where I was told I had to feed her every 2 hours to help get her bili levels down. We would literally scrape the colostrum out of the pumping equipment just to fill a syringe so we could tube feed her after she would try to breastfeed.

Then it turned to many sleepless nights because she’d wake up almost every hour to eat. Finally, we realized she was just wanting to cuddle with momma rather than eat.

That led to triple feedings, exclusive pumping, back to triple feedings, then eventually it led to whatever she wanted to do & felt comfortable with. If she wants mommy & wants to breastfeed, we do. If she wants a bottle, we make a bottle.

My life now centers around when she needs to eat & when I can pump. It’s hard. It’s tiring. It makes life so much more complicated than it use to be.

At the same time, it’s amazing to be able to give my baby the nourishments she needs to survive. I’m grateful to be able to have those special moments with her, and to have been able to be on this journey with her for almost 5 months now.

I’m so thankful for my mom, aunts, and cousins who’ve helped me so much along the way. I’m thankful for friends who don’t mind me pumping before we go places. I’m thankful for coworkers who step up so I can pump in between procedures. I’m thankful for my husband who learned all the things we needed to know about pumping & didn’t care if I pumped or breastfed.

For all the mamas out there struggling through this journey, too, no matter how long your journey was, I applaud you! For all the mamas out there who decided this journey wasn’t for you, I applaud you too, because let’s be honest, fed is best!
.
.
.
.
✨Happy World Breastfeeding Week✨",,,,,,
thedoulainyourcorner,10,1,2021-04-17T10:46:48.000Z,"5 days to go until the release of Mixed Up, a book of information, compassion and tools!

You can order the download to arrive on Thursday or buy the physical book on Thursday to arrive soon after

#MixedUpFeeding
#TripleFeeding 
#CombinationFeeding 
#BreastfeedingSupport
#LucyRuddleIBCLC
#BreastfeedingBanbury",,,,,,
mamaitsok_,10,12,2020-10-19T03:24:11.000Z,"LETS TALK ABOUT BREASTFEEDING! 
Disclaimer: This is my personal experience breastfeeding my baby. Please dont comment that breast is best. We all know how amazing breastmilk is & yes breastmilk should be a parents first choice. BUT FED IS BEST! 

Ever since I could remember I wanted to breastfeed my baby. I had dreams when I was pregnant of breastfeeding my baby. I did all the research, read all the books, watched all videos and we still had a ROUGH experience. To begin, when he was born, I had a rough afterbirth which led to a postpartum hemorrhage and a retained placenta. Looking back, this delayed alot of things regarding milk production for me. Considering the release of your placenta signals your body to make prolactin(your milk making hormone) 🤷🏻‍♀️ Anyways, he latched right away after I recovered from that. 40 min after he was born was when I first started feeding him. We fed every 2 hrs after that. I thought he was getting something and in hindsight he wasnt getting enough(even though babies have small stomachs that young, yes I know. He still wasnt getting enough) Anyways, We had latch issues the whole time in the hospital. The day we left I asked for formula because I had a feeling he wasnt drinking enough. He gulped the formula down so fast.... I felt soo terrible. My baby was hungry 😥 Regardless, I made sure he was always fed appropriately after that. He was admitted the next day back to the hospital for jaundice which is probably related to him not getting enough the first two days. 

I have to skip over the part of him being admitted back into the hospital for jaundice because thats another story. 

I have seen so many LC and only one told me he had a tongue and lip tie. So we went and got them both clipped. Poor baby still couldn’t latch properly to get milk even after that. Maybe 1 oz after 30 min. He took 3oz a feed at this time so 1 oz doesnt cut it. I triple fed for a week till I couldnt do it anymore. If you know what triple feeding is you’d understand.  So I went to exclusively pumping.... EP ISNT FOR THE WEAK(it is not the easy way, its the hard way) I pumped 8x a day for 8 weeks.",,,,,,
theuntiedlatch,10,0,2020-08-23T23:44:59.000Z,"Posted @withregram • @kellyibclc Breastfeeding Bandaids can be needed, but should always be a short term solution while the root cause of the issue is figured out.⁠ Bandaids can help symptoms but not solve problems. 
⁠
🔶NIPPLE SHIELDS:⁠
Nipple shields are often used when a baby can't latch or when there is pain with latching.  Neither situation is normal and the cause should be figured out in order to make a plan to get off the nipple shield.⁠
⁠
🔶PUMPING AFTER BREASTFEEDS⁠
Sometimes parents pump after feeds at the breast in order to increase supply so the baby has more easy milk.  Again, this can be effective short term, but the baby should be able to maintain milk supply on his own and often there are simple solutions to help baby do this and decrease that workload for mama.⁠
⁠
🔶TRIPLE FEEDING⁠
Triple feeding is when you feed at the breast, pump and then feed that milk back either via bottle, finger feeding, cup feeding etc.  Triple feeding, like other bandaids, can be needed short term.  However, it is too much work to be a long term solution. ⁠
⁠
🔶REFLUX MEDS⁠
True acid reflux in babies is rare and usually only seen in preterm babies.  More commonly I see reflux due to swallowing air either because of a bad latch or because of an uncoordinated swallow OR reflux due to a food sensitivity.  Either way reflux meds are a bandaid to cover up why it is happening and this bandaid is not benign.  These meds were never studied on babies for safety, but retrospective research has shown that when given as a baby, they increase the baby's chances of broken bones as a child.⁠
⁠
🔶NIPPLE CREAM⁠
There are some great and not so great nipple creams out there for damaged nipples, but either way, they shouldn't be relied upon long term to keep pain or damage at bay. 
⁠
If you are using a bandaid and want to stop, find someone that is willing to dig in the weeds with you and figure out the root cause and also a way to fix that root cause!⁠
⁠
#breastfeedingtips #breastfeeding #babyreflux #pumping #triplefeeding #lowsupply #ibclc #lactation #breastmilk #lactationconsultant #postpartum #nippleshield #liquidgold #pregnancy #birth #normalizebreastfeeding #winnipegbreastfeeding",,,,,,
theoxytocinn,10,0,2020-09-29T15:32:09.000Z,"It's been awhile since I posted properly.  Life has been... Hectic? Since the children went back to school!!! But, I'm hoping to get back into the groove, and thought I would start with a little bit about silicone suction pumps! 

They really ARE pumps. 

They can stimulate your supply and in some people can lead to issues with oversupply if you are not careful.  I'm not saying don't use one, far from it, they are a great tool that has its time and place.  I used mine whilst triple feeding littlest miss if I didn't have time to get the double electric out, or for when out and about / nighttime expressing it was great.  But please use them with support, and learn a little about them first.  If you are prone to blocked ducts/mastitis/oversupply please speak to a infant feeding Supporter before hand.

It's also handy to remember, that just like ANY form of expressing, a silicone pump might not work for you!  Some breasts just do not react to a pump like they do a child, and for some people that can be completely normal! 

#breastfeeding #chestfeeding #peersupport #infantfeeding #expressing #humanmilk #lactationeducation #siliconepumps #oversupply #blockedducks #mastitis #seeksupport #thesearepumps #ebm #triplefeeding #InformedFamiliesAreEmpoweredFamilies",,,,,,
jnelmetherell,9,4,2024-05-25T15:53:00.000Z,"Yes, we see people posting full bottles of pumped milk and compare ourselves and, once again, find another reason to beat ourselves up, BUT remember that, for the most part, pumping is hard and not something that comes easy to even the most seasoned breastfeeder. 

🙋🏾‍♀️ I breastfed for 11 years, my children had no issues with milk intake and gain, but it would take me 2 days of several pump sessions to get one bottle of 4oz (120ml). And so I never bothered much with that sort of thing.

If you're struggling to pump milk, there are tips and tricks that can help. But also, I often ask, ""Is it a headache you even need to be dealing with?"" Because most people are stressing to pump a bottle so that they can have a break...but maybe not pumping would be the break?

#Breastpumps #BreastfeedingHelp #ExclusivePumping #BreastfeedingMama #FeedingParent #PumpingMama #NewBaby #LowSupply #DadBonding #PostpartumSupport #BreastfeedingInPublic #TripleFeeding #SlowGainBaby #TongueTie",,,,,,
healing.birth,9,0,2024-04-18T23:54:51.000Z,"✨NEW PODCAST EPISODE OUT NOW✨

Pregnant with her first baby in Australia, Grace @modern.village did her doula training and was planning a gentle home birth. She had an epic support team who she fully trusted, but then at 36 weeks of pregnancy Grace had to make the excruciating call to move to NZ for her partner’s work. 

Aside from the struggles with leaving behind her wonderful home birth midwife and having to find a new match, Grace was also met with a few other challenges during her labour, the key one being a swollen lip of cervix and having the near impossible instruction to stop pushing. Not long thereafter, Grace succumbed to a hospital transfer, followed by an epidural and then a c section.

The biggest struggle was yet to be faced though. It makes heartbreaking listening, hearing Grace describe the trauma she was met with as a new mum dealing with a low milk supply, a lack of bond with her baby, and isolation during Covid lockdowns in a town where she knew no one. Being advised that her baby required a formula top-up at 3 days of age, culminated in massive breastfeeding hurdles for the next five months.

Her next birth was an entirely different experience, as was her breastfeeding journey. Hear how Grace navigated her healing and prepared for an empowering home birth.

Also included in this episode:
* stretch & sweep
* 42+ week pregnancy
* deflexed head
* triple feeding (pumping)
* nipple shields
* doula care
* PPH
* birth debrief
.
.
.
.
.
.
#birthstories #birthstoriespodcast #healingbirth #healingbirthtrauma #breastfeeding #breatsfeedingtrauma #nursingtrauma #triplefeeding #postpartum #maternalmentalhealth #birth #csection #homebirth #hbac #vbac #waterbirth #lowmilksupply #epidural #doula #birthdoula #midwife #birthdebrief #birthdebriefing",,,,,,
wovenpediatrics,9,0,2024-09-10T19:51:17.000Z,"If somebody can find some scientific evidence that proves #triplefeeding is the road to breastfeeding success... please let me know.

Otherwise, please schedule an appointment at Woven Pediatrics.

#triplefeedingissoexhausting
#denvermom",,,,,,
byyoursidelc,9,2,2024-03-27T00:56:47.000Z,"Triple feeding is a very common recommendation that is made to many parents in the early days of feeding your infant. 

Perhaps baby isn't latching well or weight gain isn't what we expect.

Nursing your baby then pumping and topping up with that pumped milk and/ or formula encourage your supply to increase and your baby to gain weight. 

But its EXHAUSTING

When a client tells me that they have been triple feeding for any amount of time I ask how they are doing with it and then talk about options. 

A feeding tube at the breast, or SNS, can be used to cut down on the time triple feeding takes and to get baby feeling full while nursing. They receive the supplement and your breastmilk at the same time all while stimulating supply. 

#feedallthebabies #ibclc #byyoursidelc #internationalboardcertifiedlactationconsultant #sns #breastfeedingeducation #triplefeeding",,,,,,
growing__paynes,9,0,2024-02-15T21:23:53.000Z,"Milk is in and the pump is a go! Using my trusty @elvie for now, but I've ordered a @medela_uk hospital grade pump to hire for a fortnight while I build up my supply. 
#pumping #triplefeeding #feedingstory",,,,,,
helpwithfeeding,9,1,2023-04-24T23:35:56.000Z,"Does this sound familiar????

You had a great pregnancy, delivery went pretty well, and you’re feeling pretty good about all the prep you did over the past 9 months to get to this point…

And then, 

out of nowhere, 

you’re hit by the unexpected challenge of feeding your baby.

This is supposed to be so natural and you are supposed to KNOW how to do this. Right?!?!

We are so quick to blame ourselves as mothers when things don’t go well, but there are SO MANY reasons why babies might have trouble with feeding. 

The good news is there is help - and the sooner you get connected with support, the better! 

Whether your baby isn’t gaining weight well, 
you’re having trouble waking her up to feed or keep her awake during feeding, 
or she is coughing/choking during feeding…

these are all reasons to get help as soon as possible.

The right support in the first few weeks of your baby’s life can be a game changer! 

If you are the type of mother who wants to understand what’s happening with feeding and learn strategies to help your baby learn the skills she needs AND take the stress out of feeding, then I’m your person!

Schedule a free consult today or a 1:1 session so we can figure out what’s going on and plan next steps to make big changes in feeding your tough-to-feed baby. 

It’s as easy as that - I’m here for YOU and your baby!

#postpartum #breastfeedingmom #exclusivepumping #bottlefeeding #newbornbaby #fourthtrimester #lactationsupport #triplefeeding #combofeeding #maternalmentalhealth",,,,,,
wildflowerlactation.llc,9,0,2023-02-07T13:35:44.000Z,"Tip Tuesday! 

Establishing your feeding plan may take some time. While you work on it, with a lactation professional, take the time to ensure that you are receiving adequate stimulation to protect your milk supply. 

Have questions? Send me an email. I am here to help you reach your infant feeding goals! 

Email: info@wildflowerlactationllc.com
Web: www.wildflowerlactationllc.com 

#lactationconsultant #ibclc #blackibclc #infantfeeding #breastfeeding #pumpingmom #triplefeeding #combinationfeeding #latching #pumpassist #flanges #motherbaby",,,,,,
carlycashman3,9,0,2023-01-31T18:29:01.000Z,"As we near Stella’s birthday, my first thoughts are all she has done, how much she has grown, all she has accomplished and conquered….but I would like to take a small moment for US. Stella and I have accomplished almost a year of breastfeeding together. Now, I don’t see an ending point for us just yet, but a year was always my minimum goal. 

Anyone that knows us well, knows for nearly 2 months we struggled with breastfeeding 🤱🏽, from latching not going well, to not happening at all, to syringe feeding, engorgement, over supply, special nursing pillows, nipple shields, loads of help from The Nest….and of course the six appointments that brought me to a speech language pathologist that discovered Stella had three abnormal tongue, cheek, and lip ties. 😿 This made her whole life and wellbeing harder. 

After that revision, things improvised drastically. I was eagerly and joyfully feeding my now plump baby every 2-3 hours for the last almost year. Now we are about 4 hours apart but happy. 
The extreme work we both put in, the teamwork, all of it, was well worth the special bond we share. I’m so thankful for my breastfeeding journey so far. Every minute has been worth it. 

(I’m a crazy mom that records everything so)

Estimated minutes of breastfeeding: 
46,800 minutes 

Estimated hours of pumping: 
10,800 minutes 

All together about 960 hours that I recorded. Probably more than that…

Estimated amount of oz pumped:
Hard to say, some days were 10-22 ounces a day on top of feeding her 8-10 times too. 
I think I’ve pumped about 15 ounces on average and pumped every day for 8 months soooo about 3200-3600 ounces. 
(Planning to donate)

So grateful for this blessing God has given me to feed my daughter. I’ll always support any mamas choice on how they feed their babies but I will also take a moment to celebrate us and what we have done!

And huge thanks for my husband @robcashmancrespo  who has been super supportive, helpful, and needed in this whole process. Couldn’t do it without you! 

#breastfeeding #breastfeedingmom #breastfeedingjourney #breastfeedingmama #bfmom #pumpingmom #exclusivebreastfeeding #triplefeeding #breastfeedpumpbottlefeedrepeat",,,,,,
theomahababynest,9,0,2022-10-04T21:27:35.000Z,"One of the best parts of being a Doula is the creativity. How can we help you heal and recover from birth with easy-to-reach, nutrient dense food? How can we simplify your infant feeding plan to make your overwhelm decrease, and sleep increase? Are there ways we can help you bond with your baby that also boost your confidence as a new parent to a 6 day old? 

All of these questions are ones we get to answer all the time supporting families of one baby, or five!! 

While our calendar is close to booked for birth and postpartum support, it’s not too late to hire one of our amazing Doulas to add to your support team. It makes ALL of the difference 👣 🎉 

#doulas #omaha #birth #pregnancy #postpartum #motherhood #infant #lactation #doulasinomaha #fatherhood #babies #breastfeedingsupport #triplefeeding #babybottle #latch #sleep #overnight #protein #proteinballs #ournest #theomahababynest",,,,,,
helpwithfeeding,9,0,2022-09-19T00:37:00.000Z,"Just a quiet reminder on this warm Sunday night! 

#newmothers #bottlefeedingbaby #postpartum #refluxbaby #tonguetie #babyformula #bottlerefusal #triplefeeding #breastfeeding #pumping #feedingbaby #tonguetiebabies",,,,,,
followmysparkles,9,1,2022-03-04T11:33:17.000Z,"don't mind me holding my own BREASTMILK FILLED bottle at 16days old 🤱🍼 like my shirt says.....""I got it from my mama"" .....being I-N-D-E-P-E-N-D-E-N-T that is 🤣❤
#16daysold #newborn #breastfeeding #breastmilk #newmomlife #triplefeeding",,,,,,
this.motherhood.journey,9,3,2021-03-02T00:16:20.000Z,"Durning pregnancy, and even before pregnancy, I never even considered how much of a challenge breastfeeding can be. I have caught myself in multiple acts of jealousy in these last five weeks post birth. Jealous of the moms that can just ""whip out the boob"" and feed their baby. My breastfeeding journey with my daughter has been an ongoing struggle. I struggle with producing enough milk for Magnolia. It's something I have to put .uch effort in to. She also has a tongue tie and a very weak latch, making it difficult for her to transfer the milk from my breast to her mouth. She was losing weight and we were having a hard time getting her back to her birth weight in the first couple weeks. 

After seeing lactation consultant, whom we now have been seeing almost weekly, we came up with the plan to do triple feeds. Althouhh its been successful in helping her gain weight, putting her to the breast, then offering her a bottle, then pumping is extremely time consuming and not to mention exhausting & overwhelming. It's a daunting task when you think about it. My nipples were bleeding, scabbing and ever so sore but I decided to keep pushing on because I want my baby to consume my breastmilk for as long as my body is willing to produce it. 

My mind keeps asking, is this worth it? I answer yes & no. Yes, because my daughter is getting food that my amazing body is making just for her. That in itself is incredible. No, because all this time I spend worrying about my breasts and extracting milk from them, I could be spending that time snuggling with my baby girl. It's honestly a mindfuck.

We just have to remember that our worth is not measured by how many ounces we produce or how our babies are fed. I salute any mama out there that is feeding their babies. Whether its formula, exclusively breastfeeding, exclusively pumping, triple feeding or any other method- you all are rockstars. Our babies will love us no differently at the end of the day. 

#breastfeesing #babyfood #breastmilk #breastfeedingstruggles #triplefeeding #fedisbest #babygirl #daughter #formulafed #breastpumping #postpartum #5weekspostpartum #thismotherhoodjourney #mother #motherhood #breastfeedingjourney",,,,,,
mamahoodtruths,9,2,2020-09-17T06:40:46.000Z,"As promised here is my list of products that I used while I was triple feeding and a few pumping accessories that I swear by. Also including the three pumps that I’ve used and  pro/con list for each of them. ********************************
• my breast friend nursing pillow: it’s soft enough to keep your baby comfortable but firm enough to give you plenty of support while nursing. It also have a Velcro/clip strap that goes all the way around your waist so you don’t have to set it aside when you stand up and is great for cluster feeding. 

• mother love nipple ointment: works wonders on sore, chapped nipples and is safe for baby to ingest.

• nursing bras and tank tops: my favorite nursing bras I found on amazon and still use them today and most of my nursing tank tops come from motherhood maternity.

•hands-free pumping bra: my favs are the pink lansinoh hands free pumping bra and the black simple wishes pumping bra found on amazon both are very similar in style the only difference is that the simple wishes bra had an extra zip in panel in the front for an even closer fit.

• coconut oil: for use as lubrication for pumping and safe for baby to ingest. You can also use Lanolin or any other nipple ointment but I found that when it gets on your pump parts it’s a real pain to get it off. Coconut oil comes off pump parts easily with no residue. 

• lactalite clip on pump lights: a godsend for night pumping! It was so nice to be able to check the positioning of the flange or my milk flow without having to turn on the lights in the middle of the night. You can find them on amazon.

• Medela microwave sterilizer bags: super great for quick sterilization of pump parts, bottles and nipples.

• Medela breastmilk bags: For storing that liquid gold. I have tried every breastmilk bag out there and the Medela is the best by far. 

• Rolling cart (pictures): for hauling your pump and all of your supplies around, storing snacks, water bottle etc. I also kept extra onesies, burp cloths and pacifiers. 

Drop a comment with questions! #postpartum #triplefeeding #newbornstage #pregnancy #nursing #pumping #newmomlife",,,,,,
wanderluster_mom,9,1,2019-02-23T08:37:06.000Z,Night pumpings. 😴. #BreastMilk #SpectraBreastPump #SpectraS1 #MomsMilk #BreastPump #HumanMilk #BreastfeedingAndPumping #TripleFeeding #PreemieMama,,,,,,
adelaidelactation,9,1,2021-11-16T23:01:04.000Z,"It is common for women in the early days to find themselves triple feeding their newborn. 
Triple feeding is when baby breastfeeds, mum expresses milk after and then supplements the baby that expressed breastmilk via syringe or bottle.  Or in some instances formula may be used if mum's supply is still coming in.

This can be daunting for new families.

The idea is that 'stimulating' the breast intensely will encourage more milk and therefore boost baby's weight gains or flush jaundice levels out or help a newborn that cannot successfully get everything they need at the breast.

Having to do this requires much effort, is physically exhausting and prolongs feeding times. 

It is not a long term solution. 

If you are discharged from hospital with this type of plan, seek help quickly from an IBCLC to assess your situation.  An IBCLC will be able to offer alternatives, assess your feeding technique and offer solutions for you.

Get in touch with us today if this is what has been suggested for you.

*
*
*
*
*
#breastfeeding #supportnewmums #medicarerebates #postpartum #postpartumbody #postpartumjourney #skintoskin #mumsofadelaide #newborn #birthbumpandbeyond #birthsa #woman #adelaide #knowledge #empowered #fourthtrimester #postnatalmidwife #homevisits #adelaidemums #connection #normalisebreastfeeding #expressing #lowmilksupply #adelaidelactation #newmumsofadelaide #triplefeeding #notforever #exhausting",,,,,,
